idx,filename,subclass,intervals,question
268,116485.mp3,Dog Barking,"[1.33-3.41, 4.10-4.98, 5.73-8.52, 9.05-9.80, 10.97-12.28, 13.93-15.47, 19.57-20.80, 22.85-23.36, 24.29-24.90, 26.92-28.15]",Provide all time ranges where the sound 'dog barking' is present.
269,116485.mp3,Footsteps,[20.61-23.04],List every time segment where sound type 'footsteps' is present.
270,116765.mp3,Chainsaw,[0.01-15.19],Show the time intervals in which the 'chainsaw' sound is active.
271,116804.mp3,Stream_River,[0.00-27.16],What time segments include the 'stream_river' sound?
272,116805.mp3,Drums,[0.02-26.40],Provide all time ranges where the event 'drums' is present.
273,116806.mp3,Atmospheric Sounds,[0.00-26.20],List every time segment where the 'atmospheric sounds' sound is present.
274,11687.mp3,Airplane engine,[5.01-11.33],Give all intervals that contain the sound 'airplane engine'.
275,11698.mp3,Human Speech,[0.00-27.14],During which intervals can the event 'human speech' be heard?
276,11699.mp3,Distant Sounds,[0.00-22.17],Identify the time periods containing occurrences of the sound 'distant sounds'.
277,11699.mp3,Train sound,[0.03-22.17],In which time segments does the 'train sound' sound happen?
278,117077.mp3,Bird Chirp,[13.07-13.87],Provide all time ranges where the 'bird chirp' sound is present.
279,117077.mp3,Insect Buzzing,[9.44-10.58],Provide the time segments in which the sound 'insect buzzing' occurs.
280,117077.mp3,Sheep_Goat Bleat,"[1.42-2.49, 6.28-7.78, 9.29-12.37]",List all time intervals during which the 'sheep_goat bleat' sound appears.
281,117077.mp3,White noise,[0.00-16.26],What time intervals does the audio event 'white noise' occur in?
282,117094.mp3,Car driving by,[19.17-21.70],In which time segments does the sound 'car driving by' happen?
283,117094.mp3,Traffic Noise,"[0.01-19.21, 21.68-25.69]",Give all intervals that contain the audio event 'traffic noise'.
284,117116.mp3,Alarm sound,[0.03-19.38],Identify the time periods containing occurrences of the 'alarm sound' sound.
285,117118.mp3,Siren,[0.65-19.59],Provide the time segments in which sound type 'siren' occurs.
286,117122.mp3,Siren,[2.08-14.81],Identify the time periods containing occurrences of the audio event 'siren'.
287,117126.mp3,Alarm sound,"[0.00-10.50, 12.51-23.05]",List every time segment where the sound 'alarm sound' is present.
288,117126.mp3,White noise,[11.36-11.58],Show the time intervals in which the 'white noise' sound is active.
289,117178.mp3,Bird Chirp,"[0.83-4.48, 20.21-22.55]",Provide the time segments in which sound type 'bird chirp' occurs.
290,117178.mp3,Helicopter sound,[0.00-23.55],Identify the time periods containing occurrences of the sound 'helicopter sound'.
291,117181.mp3,Siren,[0.02-29.88],What time ranges contain occurrences of the audio event 'siren'?
292,117262.mp3,Clock Ticking,[0.09-25.72],In which ranges does sound type 'clock ticking' occur?
293,117272.mp3,Bird Chirp,"[0.03-6.55, 7.41-11.33, 12.00-13.00, 13.69-17.12, 17.89-21.01, 21.65-23.31]",In which time segments does the audio event 'bird chirp' happen?
294,117330.mp3,Snoring,"[0.35-2.55, 3.82-6.27, 7.49-9.45, 10.42-12.89, 14.07-16.21, 17.14-19.32]",Provide all time ranges where the audio event 'snoring' is present.
295,117475.mp3,Vehicle engine,[0.00-27.35],Identify the time periods containing occurrences of the 'vehicle engine' sound.
296,117611.mp3,Wind,[0.00-21.06],During which intervals can the audio event 'wind' be heard?
297,117630.mp3,Footsteps,[0.00-28.86],Provide all time ranges where sound type 'footsteps' is present.
298,117787.mp3,Bell Ringing,[0.01-18.25],What are the time periods when sound type 'bell ringing' takes place?
299,117795.mp3,Cow Moo,[0.00-23.00],Show the time intervals in which sound type 'cow moo' is active.
300,117813.mp3,Human Speech,[0.00-23.58],What time segments include the audio event 'human speech'?
301,118162.mp3,Footsteps,[0.03-19.71],Provide all time ranges where the 'footsteps' sound is present.
302,118234.mp3,Alarm sound,"[0.00-13.41, 15.13-28.49]",What time segments include the audio event 'alarm sound'?
303,118341.mp3,Hammer,"[0.51-6.28, 12.68-18.22, 21.45-24.30]",What are the time periods when the 'hammer' sound takes place?
304,118341.mp3,Machine sounds,[7.26-7.75],Identify every interval in which the sound 'machine sounds' takes place.
305,118346.mp3,Clapping,[0.02-25.50],List all time periods where the event 'clapping' can be heard.
306,118657.mp3,Chainsaw,[0.04-20.20],What time intervals does the 'chainsaw' sound occur in?
307,118713.mp3,Bell Ringing,"[0.00-2.50, 3.04-6.62, 7.13-9.74, 11.27-15.60, 16.36-18.67]",Specify the time ranges in which the sound 'bell ringing' is detected.
308,118713.mp3,Fire burning,"[2.65-3.02, 4.74-4.89, 6.74-7.15, 10.83-11.29, 13.10-13.36, 15.92-16.41]",In which time segments does the 'fire burning' sound happen?
309,118728.mp3,Announcement,[17.33-19.80],Give all intervals that contain the 'announcement' sound.
310,118728.mp3,Lawn Mower,[0.00-26.10],What time ranges correspond to occurrences of the event 'lawn mower'?
311,118728.mp3,Vehicle engine,[0.02-25.14],In which time segments does the event 'vehicle engine' happen?
312,118729.mp3,Lawn Mower,"[0.00-5.98, 8.54-11.05, 14.63-16.44]",Specify the time ranges in which the event 'lawn mower' is detected.
313,118828.mp3,Bird Chirp,"[0.05-0.47, 3.07-3.49, 5.69-6.11, 8.26-8.68, 11.52-11.94, 15.29-15.71, 18.55-18.97, 22.46-22.88, 25.16-25.58, 28.46-28.70]",Identify every interval in which the sound 'bird chirp' takes place.
314,119161.mp3,Bird Chirp,[0.09-23.40],What time intervals does the 'bird chirp' sound occur in?
315,119161.mp3,Sheep_Goat Bleat,"[0.76-1.70, 3.10-4.09, 4.83-6.23, 6.93-9.02, 10.38-13.31, 14.14-16.74]",In which ranges does sound type 'sheep_goat bleat' occur?
316,119173.mp3,Alarm sound,[0.00-20.06],What are the time periods when the 'alarm sound' sound takes place?
317,119173.mp3,Car driving by,[20.01-25.13],List all time periods where the audio event 'car driving by' can be heard.
318,119173.mp3,Human Speech,[0.02-6.78],Provide the time segments in which the event 'human speech' occurs.
319,119173.mp3,Machine sounds,[1.76-8.80],Identify every interval in which sound type 'machine sounds' takes place.
320,119455.mp3,Vehicle engine,"[0.00-0.43, 18.76-19.83]",What time ranges contain occurrences of the event 'vehicle engine'?
321,119809.mp3,Bird Chirp,[0.01-19.33],Show the time intervals in which sound type 'bird chirp' is active.
322,119809.mp3,Metallic Sounds,[0.01-19.33],Identify all time segments where sound type 'metallic sounds' takes place.
323,120106.mp3,Violin Playing,[0.00-24.48],What time segments include sound type 'violin playing'?
324,120213.mp3,Coughing,"[4.72-5.14, 19.82-20.43, 21.27-22.15, 23.45-24.49, 25.42-25.81]",List all time periods where sound type 'coughing' can be heard.
325,120213.mp3,Sniffing,"[0.44-0.95, 2.25-2.58, 6.15-6.50, 7.85-8.24, 10.05-10.58, 12.87-13.16, 17.88-18.12, 26.50-26.83, 27.86-28.22, 29.21-29.58]",Identify every interval in which the audio event 'sniffing' takes place.
326,120325.mp3,Bird Chirp,"[0.02-3.39, 4.77-12.91, 18.67-23.63]",What are the time periods when the event 'bird chirp' takes place?
327,120325.mp3,Distant Sounds,"[12.89-16.01, 18.01-18.67]",What time intervals does the 'distant sounds' sound occur in?
328,120325.mp3,Dog Barking,[17.47-18.01],Show the time intervals in which the sound 'dog barking' is active.
329,120325.mp3,Wolf Howl,"[3.04-4.77, 10.33-12.21, 16.00-17.69]",Provide all time ranges where the event 'wolf howl' is present.
330,120396.mp3,Human Speech,"[0.25-0.83, 1.87-2.67, 3.73-4.46, 5.41-6.15, 6.88-7.59, 8.65-9.46, 10.53-11.34, 12.25-12.78, 13.77-14.42, 15.41-16.02, 17.25-18.06, 18.98-19.81]",What are the time periods when the audio event 'human speech' takes place?
331,120444.mp3,Announcement,[18.13-21.68],List every time segment where the event 'announcement' is present.
332,120444.mp3,Human Speech,"[0.26-1.27, 1.87-3.82, 4.65-17.95]",List all time intervals during which the 'human speech' sound appears.
333,120444.mp3,Laughter,[4.01-4.40],List all time periods where the 'laughter' sound can be heard.
334,120531.mp3,Humming,[0.00-26.03],List all time periods where the sound 'humming' can be heard.
335,120534.mp3,Drums,[0.02-24.68],Give all intervals that contain the event 'drums'.
336,120546.mp3,Cowbell Ringing,[0.15-25.47],In which time segments does the 'cowbell ringing' sound happen?
337,120546.mp3,Drums,[0.15-25.47],List every time segment where sound type 'drums' is present.
338,120644.mp3,Fire burning,[0.05-29.75],Specify the time ranges in which the 'fire burning' sound is detected.
339,120649.mp3,Insect Buzzing,"[0.00-7.82, 8.72-10.85, 12.65-15.03]",In which time segments does the 'insect buzzing' sound happen?
340,120777.mp3,Train sound,[0.00-20.97],Specify the time ranges in which the audio event 'train sound' is detected.
341,120777.mp3,Vehicle Horn Honk,[0.07-2.04],List all time periods where the 'vehicle horn honk' sound can be heard.
342,120777.mp3,Vehicle braking,[4.44-20.97],List every time segment where the audio event 'vehicle braking' is present.
343,120803.mp3,Stream_River,[0.00-27.48],Show the time intervals in which the event 'stream_river' is active.
344,121102.mp3,Distant Sounds,[0.02-21.98],Specify the time ranges in which the audio event 'distant sounds' is detected.
345,121119.mp3,Monotone Sounds,[0.00-15.91],List all time intervals during which the sound 'monotone sounds' appears.
346,121357.mp3,Grinding,[6.61-11.87],List all time periods where the 'grinding' sound can be heard.
347,121357.mp3,Metallic Sounds,"[0.05-11.87, 12.73-24.92]",Show the time intervals in which the audio event 'metallic sounds' is active.
348,121359.mp3,Cowbell Ringing,[0.04-17.03],During which intervals can sound type 'cowbell ringing' be heard?
349,121361.mp3,Metallic Sounds,[0.00-18.58],What time segments include the audio event 'metallic sounds'?
350,121364.mp3,Metallic Sounds,[0.02-19.36],Give all intervals that contain the 'metallic sounds' sound.
351,121364.mp3,Water Dripping,[0.02-19.36],During which time periods is the event 'water dripping' audible?
352,121530.mp3,Bird Chirp,[0.00-23.66],In which ranges does the event 'bird chirp' occur?
353,121530.mp3,Helicopter sound,[0.00-23.66],List all time intervals during which the 'helicopter sound' sound appears.
354,121532.mp3,Distant Sounds,[0.00-18.56],What time segments include the 'distant sounds' sound?
355,121813.mp3,Bird Chirp,"[0.00-5.27, 6.53-25.84]",What time ranges correspond to occurrences of the event 'bird chirp'?
356,121902.mp3,Siren,[0.00-26.37],During which intervals can the 'siren' sound be heard?
357,121909.mp3,Washing Machine,[0.00-26.46],What time segments include the 'washing machine' sound?
358,121945.mp3,Thunder,[0.86-16.98],What time intervals does the audio event 'thunder' occur in?
359,121949.mp3,Human Speech,[0.21-1.17],In which time segments does the sound 'human speech' happen?
360,121949.mp3,Machine sounds,[0.00-26.72],What are the time periods when the 'machine sounds' sound takes place?
361,121949.mp3,Pig Oink,"[0.00-0.37, 1.47-7.95, 9.61-11.55, 14.03-26.72]",What time intervals does the event 'pig oink' occur in?
362,122067.mp3,Train sound,[0.00-25.68],In which ranges does the event 'train sound' occur?
363,122088.mp3,Distant Sounds,[0.02-24.19],Give all intervals that contain the audio event 'distant sounds'.
364,122088.mp3,Thud,[18.06-21.67],Identify the time periods containing occurrences of sound type 'thud'.
365,122088.mp3,Thunder,[9.28-18.19],In which time segments does the sound 'thunder' happen?
366,122089.mp3,Raining,[0.05-27.46],What time ranges correspond to occurrences of the 'raining' sound?
367,122090.mp3,Thunder,"[0.02-3.56, 5.40-16.29]",List all time intervals during which the event 'thunder' appears.
368,122090.mp3,Wind,[0.01-16.31],In which ranges does the event 'wind' occur?
369,122091.mp3,Thunder,"[1.10-19.16, 20.83-22.86]",Provide all time ranges where sound type 'thunder' is present.
370,122110.mp3,Bird Chirp,[0.00-16.59],In which time segments does the sound 'bird chirp' happen?
371,122183.mp3,Dog Barking,"[0.00-10.86, 11.37-18.98, 19.94-23.93, 24.68-29.14]",List all time periods where the sound 'dog barking' can be heard.
372,122761.mp3,Vacuum Cleaner,"[0.00-18.43, 21.25-29.55]",What are the time periods when sound type 'vacuum cleaner' takes place?
373,122956.mp3,Human Speech,[0.04-15.33],Show the time intervals in which the event 'human speech' is active.
374,122956.mp3,Shouting,[0.01-15.33],List all time intervals during which the event 'shouting' appears.
375,122978.mp3,Dog Barking,[0.00-25.17],Provide the time segments in which the event 'dog barking' occurs.
376,122978.mp3,Human Speech,[0.11-25.17],List all time intervals during which the 'human speech' sound appears.
377,123033.mp3,Guitar Playing,"[0.00-3.95, 9.29-13.48, 18.89-21.14, 25.72-28.05]",Give all intervals that contain the 'guitar playing' sound.
378,123086.mp3,Atmospheric Sounds,[0.01-19.27],List all time periods where sound type 'atmospheric sounds' can be heard.
379,123086.mp3,Snoring,"[0.03-2.62, 3.66-5.81, 6.89-8.87, 10.13-12.02, 13.38-15.44, 16.68-19.27]",During which intervals can the audio event 'snoring' be heard?
380,123722.mp3,Alarm sound,[0.26-27.06],List every time segment where sound type 'alarm sound' is present.
381,123741.mp3,Human Speech,[0.02-20.23],Identify every interval in which the 'human speech' sound takes place.
382,123884.mp3,Cat Meowing,[0.02-21.41],Identify all time segments where the sound 'cat meowing' takes place.
383,123896.mp3,Coughing,"[0.00-2.96, 6.85-9.90, 11.01-12.02]",In which time segments does the sound 'coughing' happen?
384,123897.mp3,Distant Sounds,"[12.28-15.82, 18.72-23.21]",Show the time intervals in which the audio event 'distant sounds' is active.
385,123897.mp3,Human Speech,"[0.11-3.50, 4.50-11.97, 16.93-18.00]",Show the time intervals in which the audio event 'human speech' is active.
386,124003.mp3,Guitar Playing,[0.00-18.31],What time ranges contain occurrences of the event 'guitar playing'?
387,124010.mp3,Bell Ringing,[0.00-24.35],Identify the time periods containing occurrences of the 'bell ringing' sound.
388,124012.mp3,Atmospheric Sounds,[9.06-10.60],In which time segments does sound type 'atmospheric sounds' happen?
389,124012.mp3,Clicking,[0.56-1.41],List all time intervals during which the event 'clicking' appears.
390,124012.mp3,Machine sounds,[4.96-7.23],What time intervals does the sound 'machine sounds' occur in?
391,124012.mp3,Metallic Sounds,"[22.64-24.01, 26.73-27.98]",List all time intervals during which the audio event 'metallic sounds' appears.
392,124012.mp3,Thumping,[10.57-11.69],In which time segments does sound type 'thumping' happen?
393,124012.mp3,Washing Machine,"[0.00-5.01, 7.23-9.07, 11.69-22.64]",List all time periods where the event 'washing machine' can be heard.
394,124012.mp3,Water Dripping,[24.01-26.70],What time segments include the sound 'water dripping'?
